state,index,0,1,2,3,4
Alabama,2015-01-31,0.670168445531558,-0.33102680669161116,-0.8831211690584816,0.1884859706493107,0.31735096137919444
Alaska,2015-02-28,-1.1277530122856314,1.4336012737303923,-0.24473231332382758,-0.38859756787303573,-1.6844906757520686
Arizona,2015-03-31,0.39943226878819077,-0.3294175296560887,-0.021377525547186773,1.1286774539383946,-0.026586136108600795
Alabama,2015-04-30,0.018994363237339596,0.7383799786648052,-0.03258383803713991,-0.285669047581469,-0.03938104094304235
Alaska,2015-05-31,1.8300605056025785,1.9004165569947005,-0.9322083442668506,-0.8396413896579737,-0.4972059901344222
Arizona,2015-06-30,0.24843526487911619,-0.7771884044279649,-2.297759848831009,0.9235586288241884,-1.073060103828448
Alabama,2015-07-31,0.3983306961921637,0.2525629564812626,-0.10381294544777549,0.8520186723005975,0.8413167311016623
Alaska,2015-08-31,1.030199356781805,0.30627804397009406,0.4815274521731944,0.9115678859849023,0.40084368311026936
Arizona,2015-09-30,0.09696629936044575,2.214740797313513,0.14358779826741266,-0.03145232409982868,0.1907892154473748
Alabama,2015-10-31,0.07433945422118204,0.8177978452786843,0.41194733882131973,0.8016839413783104,-1.2410742643699213
Alaska,2015-11-30,1.4281628011134961,1.9326325453168767,0.36599372794810336,0.9276244465568795,0.2671634173912307
Arizona,2015-12-31,1.2261772227693264,-0.22533358784637278,0.4948358998285597,-0.3024812321528388,-0.4794809102886593
Alabama,2016-01-31,0.5168879683676492,2.7132275811006497,-0.5078575233485929,1.2387486088585586,-0.4702312252671683
Alaska,2016-02-29,1.1707291990885873,2.1804891491719496,-1.76948415895663,1.1287491993849217,2.1963892571669867
Arizona,2016-03-31,0.7557737237123284,1.1063629674497637,0.36411517364928625,-0.8279555083249588,-1.0510611962434617
Alabama,2016-04-30,-0.9390355369358435,-0.38005840911776645,-1.5595440297891785,-0.16024792891575315,-0.5527696953219886
Alaska,2016-05-31,-0.6511293362135394,-1.129326163608316,2.277270777937251,-0.07687470973141003,-2.160149900540706
Arizona,2016-06-30,-0.03442638683976877,0.3461300915259201,0.05616391575427089,-0.8100415088356663,-0.755632228604067
Alabama,2016-07-31,0.8700504979377716,1.1049265042200551,-1.1337917539051527,0.22937087375785312,-2.063201396369986
Alaska,2016-08-31,-0.6807717136526393,1.284236611288327,-1.5113604756632557,0.19988483066693358,0.7951541009418744
Arizona,2016-09-30,-0.4260837135317819,-1.4999661613434345,0.5381922728174613,1.291961912925502,-1.6589406826345394
Alabama,2016-10-31,-0.29056748535607285,-1.0421267347032175,-0.8557719513459503,1.1915979172780573,-1.7717285328526626
Alaska,2016-11-30,0.9089127016437211,0.32379147604602637,-0.3767243726297482,0.9121416217903954,-0.06095100531100246
Arizona,2016-12-31,0.0390597042936681,1.7901920058029097,0.4929897179596116,0.10847068377910199,0.7883832580073047
Alabama,2017-01-31,0.07010369889473236,-1.0153342933324385,0.3535309018433637,-0.8802243421107357,-1.093789282891615
Alaska,2017-02-28,0.7501101429036401,-0.22739485144408403,1.7440129988223556,-0.017480091440448504,-1.1311151919531754
Arizona,2017-03-31,0.740856078208539,-0.8166765310711206,1.4101349652394368,-0.5546753306300739,0.6181225587247148
Alabama,2017-04-30,0.0423159577599539,-2.0342975302135247,-0.3670176055247963,0.8195376958875072,-0.12534459519775593
Alaska,2017-05-31,-0.39640249941895767,0.801513078907736,1.3918762490549825,-0.946284875394277,0.3709363104201036
Arizona,2017-06-30,-0.017805890645564933,-0.9627627910695895,0.7260720935763573,1.4940366186431284,-0.5966854678623161
